Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
CATSPER2		ENSG00000166762	"Cation channel sperm associated 2"	Q96P56	15	43628503-43668118	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Differentiation, Ion transport, Spermatogenesis, Transport"	"Calcium channel, Developmental protein, Ion channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 22.4;testis: 15.5"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 81.6;Early spermatids: 75.3;Horizontal cells: 40.9;Rod photoreceptor cells: 171.5;Spermatocytes: 65.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA042709			Uncertain	"Vesicles,Plasma membrane,Primary cilium,Principal piece,End piece"			NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 2: Neurons - Nucleosome"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 66: Photoreceptor cells - Visual perception"	1	"End piece"	"Vesicles, Plasma membrane, Primary cilium, Principal piece"	"HPA042709: "	"unprognostic (2.19e-2)"	"unprognostic (4.12e-1)"	"unprognostic (2.24e-2)"	"unprognostic (2.48e-1)"	"unprognostic (3.81e-2)"	"unprognostic (2.28e-2)"		"unprognostic (3.36e-2)"	"unprognostic (2.20e-2)"	"unprognostic (4.00e-2)"	"unprognostic (3.28e-1)"	"unprognostic (4.31e-2)"	"unprognostic (3.56e-1)"		"unprognostic (2.25e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.13e-1)"	"unprognostic (2.24e-1)"	"unprognostic (2.77e-1)"	"unprognostic (3.08e-2)"	"unprognostic (5.95e-3)"	"unprognostic (3.89e-2)"	"unprognostic (6.50e-3)"	"unprognostic (5.75e-2)"	"unprognostic (2.30e-3)"	"unprognostic (5.09e-2)"	"unprognostic (1.71e-1)"	"unprognostic (1.05e-1)"		"unprognostic (1.58e-2)"	"unprognostic (2.30e-1)"
CATSPER4		ENSG00000188782	"Cation channel sperm associated 4"	Q7RTX7	1	26190561-26202968	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Differentiation, Ion transport, Spermatogenesis, Transport"	"Calcium channel, Developmental protein, Ion channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	53	"testis: 10.9"	"Cell type enriched"	"Detected in some"	8	"Early spermatids: 90.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA045257	Enhanced						NA	NA				"Cluster 42: Testis - Spermatogenesis"			"Cluster 18: Early spermatids - Unknown function"	1			"HPA045257: AB_10968995"																															
CNGA1	"CNCG, CNCG1, CNG1, RCNC1, RCNCa, RP49"	ENSG00000198515	"Cyclic nucleotide gated channel subunit alpha 1"	P29973	4	47935977-48016681	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Sensory transduction, Sodium transport, Transport, Vision"	"Calcium channel, Ion channel, Ligand-gated ion channel, Sodium channel"	"Disease variant, Retinitis pigmentosa"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	11	"retina: 256.4"	"Cell type enriched"	"Detected in many"	4	"Rod photoreceptor cells: 908.7"	"Cell type enhanced"	"Detected in many"		"pericyte: 67.8;vascular associated smooth muscle cell: 38.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Region enhanced"	"Detected in single"		"basal ganglia: 1.1"	"Not detected"	"Not detected"			HPA076168			Uncertain	"Nucleoplasm,Vesicles,Plasma membrane,Mitotic spindle,Primary cilium,Primary cilium tip,Mid piece,Principal piece"			Yes	NA				"Cluster 76: Retina - Visual perception"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 66: Photoreceptor cells - Visual perception"		"Nucleoplasm, Vesicles, Mid piece, Principal piece"	"Plasma membrane, Mitotic spindle, Primary cilium, Primary cilium tip"	"HPA076168: AB_2686781"	"unprognostic (1.03e-1)"	"unprognostic (7.73e-2)"	"unprognostic (1.14e-1)"	"unprognostic (6.01e-3)"	"unprognostic (4.58e-2)"	"unprognostic (1.79e-1)"			"unprognostic (1.59e-2)"	"unprognostic (4.25e-2)"	"potential prognostic favorable (5.64e-5)"			"unprognostic (6.55e-2)"	"unprognostic (5.75e-3)"	"unprognostic (9.08e-3)"	"unprognostic (6.53e-2)"	"unprognostic (3.24e-2)"	"unprognostic (2.85e-1)"	"unprognostic (1.91e-2)"		"unprognostic (6.61e-2)"	"unprognostic (2.51e-1)"	"unprognostic (1.58e-1)"	"unprognostic (1.26e-2)"	"unprognostic (6.36e-2)"		"unprognostic (2.19e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.87e-2)"	"unprognostic (9.43e-2)"
CNGA2	"CNCA, CNCA1, CNG2, FLJ46312, OCNC1, OCNCa, OCNCALPHA"	ENSG00000183862	"Cyclic nucleotide gated channel subunit alpha 2"	Q16280	X	151734746-151745564	"Predicted membrane proteins, Voltage-gated ion channels"	"Calcium transport, Ion transport, Olfaction, Sensory transduction, Transport"	"Calcium channel, Calmodulin-binding, Ion channel, Ligand-gated ion channel"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Sertoli cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA015065	Uncertain						NA	NA						"Cluster 11: Neuronal - Sensory perception"					"HPA015065: AB_1847034"																															
CNGA3	"ACHM2, CCNC1, CCNCa, CNCG3, CNG3"	ENSG00000144191	"Cyclic nucleotide gated channel subunit alpha 3"	Q16281	2	98346188-98398601	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Sensory transduction, Sodium transport, Transport, Vision"	"Calcium channel, Ion channel, Ligand-gated ion channel, Sodium channel"	"Disease variant, Leber congenital amaurosis"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 4.8;intestine: 4.1;pituitary gland: 9.9;retina: 5.7"	"Cell type enriched"	"Detected in some"	11	"Cone photoreceptor cells: 34.0"	"Cell type enhanced"	"Detected in some"		"astrocyte: 11.5;choroid plexus epithelial cell: 10.8;ependymal cell: 10.5"	"Cancer enriched"	"Detected in some"	6	"Glioblastoma Multiforme (TCGA): 15.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"Neuroblastoma: 1.5"	"Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids"	"Group enriched"	"Detected in some"	6	"basal ganglia: 1.8;hypothalamus: 1.9"	"Not detected"	"Not detected"			"HPA049378, CAB079025"	Approved	Approved	Approved	"Mid piece,Principal piece,End piece"			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 22: Non-specific - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 66: Photoreceptor cells - Visual perception"	1	"Mid piece, Principal piece, End piece"		"CAB079025: , HPA049378: AB_2732551"			"unprognostic (2.37e-1)"				"unprognostic (9.01e-2)"	"potential prognostic unfavorable (3.80e-4)"								"potential prognostic favorable (4.79e-4)"	"unprognostic (1.34e-1)"														
CNGA4	"CNCA2, CNG5, CNGB2, OCNC2, OCNCb"	ENSG00000132259	"Cyclic nucleotide gated channel subunit alpha 4"	Q8IV77	11	6234765-6244479	"Predicted membrane proteins, Voltage-gated ion channels"	"Calcium transport, Ion transport, Olfaction, Sensory transduction, Transport"	"Calcium channel, Ion channel, Ligand-gated ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"fallopian tube: 16.7;testis: 5.9"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 8.7;Ciliated cells: 2.2;Early spermatids: 5.2;Excitatory neurons: 2.9;Inhibitory neurons: 2.5;Late spermatids: 4.5;Oligodendrocytes: 2.8"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 20.8"	"Cancer enriched"	"Detected in single"	4	"Uterine Corpus Endometrial Carcinoma (TCGA): 3.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in single"			"Not detected"	"Not detected"			HPA074128			Uncertain	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 59: Fallopian tube - Tissue development"	"Cluster 46: Brainstem - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 47: Astrocytes - Unknown function"	10	"Nucleoplasm, Plasma membrane"		"HPA074128: "			"unprognostic (1.42e-1)"																												"unprognostic (7.55e-2)"
CNGB3	"ACHM1, ACHM3, RMCH"	ENSG00000170289	"Cyclic nucleotide gated channel subunit beta 3"	Q9NQW8	8	86553977-86743675	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Sensory transduction, Transport, Vision"	"Ion channel, Ligand-gated ion channel"	"Disease variant, Stargardt disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 4.1;retina: 12.1"	"Cell type enriched"	"Detected in some"	22	"Cone photoreceptor cells: 249.8"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 29.3"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pituitary gland - Thyrotropes, Testis - Early spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA057244	Enhanced						NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 31: Non-specific - Transcription"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 66: Photoreceptor cells - Visual perception"				"HPA057244: AB_2683380"						"unprognostic (1.45e-3)"																				"unprognostic (5.81e-2)"					
HCN1	"BCNG-1, BCNG1, HAC-2"	ENSG00000164588	"Hyperpolarization activated cyclic nucleotide gated potassium channel 1"	O60741	5	45254948-45696498	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Sodium transport, Transport"	"Ion channel, Ligand-gated ion channel, Potassium channel, Sodium channel, Voltage-gated channel"	"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"retina: 17.0"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 649.4;Inhibitory neurons: 735.4;Rod photoreceptor cells: 197.6"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Rhabdoid: 1.4"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pituitary gland - Corticotropes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019195	Enhanced						NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 53: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 8: Neurons - Neuronal signaling"	17			"HPA019195: AB_2670094"								"unprognostic (2.00e-1)"																							
HCN2	"BCNG-2, BCNG2, HAC-1"	ENSG00000099822	"Hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2"	Q9UL51	19	589881-617159	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ammonia transport, Ion transport, Potassium transport, Sodium transport, Transport"	"Ion channel, Ligand-gated ion channel, Potassium channel, Sodium channel, Voltage-gated channel"	"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"brain: 100.9"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 54.6;Horizontal cells: 27.7;Inhibitory neurons: 18.0;Oligodendrocytes: 57.7;Oocytes: 27.2"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 128.2"	"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 35.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Brain cancer: 13.4"	"Colon - Colon enteroendocrine cells, Heart muscle - Cardiomyocytes, Pancreas - Alpha cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 18: Non-specific - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 25: Bipolar cells - Visual perception"	2						"unprognostic (5.90e-2)"				"unprognostic (7.98e-2)"	"unprognostic (7.60e-3)"		"unprognostic (4.72e-2)"			"unprognostic (5.20e-2)"									"unprognostic (5.32e-3)"					"unprognostic (7.50e-2)"	"unprognostic (2.97e-1)"	"unprognostic (2.26e-1)"		
HCN3	KIAA1535	ENSG00000143630	"Hyperpolarization activated cyclic nucleotide gated potassium channel 3"	Q9P1Z3	1	155277463-155289848	"Plasma proteins, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Sodium transport, Transport"	"Ion channel, Ligand-gated ion channel, Potassium channel, Sodium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 20.7;liver: 14.3"	"Cell type enhanced"	"Detected in many"		"Enteroendocrine cells: 6.0;Inhibitory neurons: 9.0"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026584	Approved						NA	NA				"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 1: Neurons - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 69: Neurons - Neuronal signaling"	1			"HPA026584: AB_1850534"			"unprognostic (1.15e-1)"		"unprognostic (1.76e-1)"	"unprognostic (1.66e-2)"	"unprognostic (1.42e-1)"	"potential prognostic favorable (2.74e-5)"				"unprognostic (1.68e-1)"		"unprognostic (1.48e-1)"	"unprognostic (2.52e-1)"					"unprognostic (2.48e-1)"	"unprognostic (2.84e-1)"		"unprognostic (1.25e-3)"			"unprognostic (2.37e-1)"		"unprognostic (3.45e-2)"			
HCN4		ENSG00000138622	"Hyperpolarization activated cyclic nucleotide gated potassium channel 4"	Q9Y3Q4	15	73319859-73368958	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Sodium transport, Transport"	"Ion channel, Ligand-gated ion channel, Potassium channel, Sodium channel, Voltage-gated channel"	"Brugada syndrome, Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"heart muscle: 8.1;testis: 7.0"	"Group enriched"	"Detected in some"	4	"Early spermatids: 16.8;Late spermatids: 53.8"	"Cell type enhanced"	"Detected in many"		"midbrain-derived inhibitory: 26.4"	"Cancer enriched"	"Detected in single"	5	"Testicular Germ Cell Tumor (TCGA): 5.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"liver cancer: 1.8"	"Adrenal gland - Adrenal medulla cells, Lung - Respiratory ciliated cells, Pituitary gland - Gonadotropes, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA073174	Approved						NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 11: Late spermatids - Unknown function"	5			"HPA073174: "																													"unprognostic (6.74e-2)"		
KCNA1	"AEMK, HUK1, Kv1.1, MBK1, RBK1"	ENSG00000111262	"Potassium voltage-gated channel subfamily A member 1"	Q09470	12	4909905-4918256	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	40	"brain: 52.8"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 8.8;Excitatory neurons: 38.3;Horizontal cells: 21.4;Inhibitory neurons: 17.9;Oligodendrocyte precursor cells: 15.1"	"Cell type enhanced"	"Detected in some"		"upper rhombic lip: 2.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"lung cancer: 2.5"	"Pituitary gland - Thyrotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA074471	Approved						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	18			"HPA074471: "								"unprognostic (2.28e-2)"																							
KCNA10	Kv1.8	ENSG00000143105	"Potassium voltage-gated channel subfamily A member 10"	Q16322	1	110517217-110519175	"FDA approved drug targets, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"FDA approved drug targets"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA						"Cluster 11: Neuronal - Sensory perception"		6																																		
KCNA2	"HK4, Kv1.2"	ENSG00000177301	"Potassium voltage-gated channel subfamily A member 2"	P16389	1	110519837-110631474	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"brain: 32.1;retina: 9.4"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 47.4;Early spermatids: 16.9;Excitatory neurons: 35.5;Horizontal cells: 33.4;Inhibitory neurons: 35.6;Muller glia cells: 15.6;Oligodendrocyte precursor cells: 34.0"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	8	"Glioblastoma Multiforme (TCGA): 3.9;Skin Cuteneous Melanoma (TCGA): 1.1;Testicular Germ Cell Tumor (TCGA): 3.0"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"T-reg: 1.3"	"Lineage enriched"	"Detected in single"	8	"T-cells: 1.3"	"Group enriched"	"Detected in some"	5	"Bone cancer: 8.0;Myeloma: 3.0"	"Colon - Enteric glia cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB001976	Enhanced						NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 8: Neurons - Neuronal signaling"	13			"CAB001976: "							"unprognostic (1.35e-1)"	"unprognostic (8.14e-2)"											"unprognostic (4.55e-1)"								"unprognostic (3.11e-2)"		"unprognostic (3.44e-1)"		
