Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
F13A1	F13A	ENSG00000124491	"Coagulation factor XIII A chain"	P00488	6	6144084-6321013	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Acyltransferase, Transferase"	"Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"adipose tissue: 224.8;placenta: 473.0"	"Group enriched"	"Detected in many"	4	"Hofbauer cells: 791.5;Langerhans cells: 206.4;Macrophages: 321.2"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 99.1;fibroblast: 174.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"classical monocyte: 141.3;myeloid DC: 179.8"	"Group enriched"	"Detected in many"	184	"dendritic cells: 179.8;granulocytes: 50.0;monocytes: 141.3"	"Cancer enhanced"	"Detected in some"		"cervical cancer: 13.1;Leukemia: 20.7"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Minor Salivary Gland - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Spleen - Platelets, Stomach - Macrophages, Testis - Macrophages, Thyroid gland - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"HPA001804, CAB002155"	Enhanced				"Secreted to blood"	"Blood coagulation"	NA	NA		2200000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 58: Placenta - Pregnancy"	"Cluster 8: Immune cells - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"	15			"CAB002155: AB_564077, HPA001804: AB_1078792"	"unprognostic (1.58e-1)"	"unprognostic (1.71e-1)"	"unprognostic (3.05e-1)"	"unprognostic (1.49e-2)"	"unprognostic (1.69e-1)"	"unprognostic (6.99e-3)"	"unprognostic (6.41e-3)"	"unprognostic (3.38e-3)"	"unprognostic (4.55e-2)"	"unprognostic (1.18e-1)"	"unprognostic (2.02e-2)"	"unprognostic (1.01e-1)"	"unprognostic (3.27e-2)"	"unprognostic (3.94e-2)"	"unprognostic (3.04e-2)"	"unprognostic (1.05e-2)"	"unprognostic (8.60e-3)"	"potential prognostic unfavorable (3.86e-4)"	"unprognostic (1.59e-1)"	"unprognostic (2.11e-2)"	"unprognostic (1.15e-2)"	"unprognostic (2.40e-2)"	"unprognostic (1.31e-1)"	"unprognostic (4.81e-1)"	"unprognostic (1.46e-1)"	"unprognostic (3.87e-2)"	"unprognostic (1.90e-2)"	"unprognostic (5.49e-3)"	"unprognostic (1.76e-1)"	"unprognostic (1.52e-1)"	"unprognostic (1.30e-1)"
F13B	FXIIIB	ENSG00000143278	"Coagulation factor XIII B chain"	P05160	1	197038741-197067260	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"		"Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	210	"liver: 194.1"	"Cell type enriched"	"Detected in some"	16	"Hepatocytes: 59.1"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	580	"Liver Hepatocellular Carcinoma (TCGA): 57.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA003827, HPA052139"	Supported				"Secreted to blood"	"Blood coagulation"	NA	NA		4900000000		"Cluster 31: Liver - Plasma proteins"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	1			"HPA003827: AB_1078794, HPA052139: AB_2681744"														"potential prognostic favorable (6.42e-5)"	"unprognostic (4.78e-2)"																
F2		ENSG00000180210	"Coagulation factor II, thrombin"	P00734	11	46719196-46739506	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Acute phase, Blood coagulation, Hemostasis"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes, Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	1310	"liver: 1180.6"	"Cell type enriched"	"Detected in some"	7	"Hepatocytes: 841.1"	"Low cell type specificity"	"Detected in single"			"Cancer enriched"	"Detected in some"	76	"Liver Hepatocellular Carcinoma (TCGA): 827.3"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	10	"liver cancer: 64.3"	"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"CAB016780, HPA051476, HPA054698"	Enhanced				"Secreted to blood"	"Blood coagulation"	NA	NA	108000000000	54000000000		"Cluster 31: Liver - Plasma proteins"	"Cluster 15: Non-specific - Transcription"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 62: Hepatocytes - Metabolism"	8			"CAB016780: , HPA051476: AB_2681498, HPA054698: AB_2682578"											"validated prognostic unfavorable (1.23e-6)"	"validated prognostic unfavorable (4.97e-4)"		"unprognostic (1.43e-1)"	"unprognostic (1.69e-3)"	"potential prognostic unfavorable (1.80e-4)"												"unprognostic (9.50e-3)"	"unprognostic (4.13e-1)"		
F3	"CD142, TF"	ENSG00000117525	"Coagulation factor III, tissue factor"	P13726	1	94529173-94541759	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Blood coagulation, Hemostasis"		"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 673.7;Basal respiratory cells: 344.3;Club cells: 387.7;Exocrine glandular cells: 355.4;Ionocytes: 309.6;Peritubular cells: 505.4"	"Cell type enhanced"	"Detected in many"		"astrocyte: 248.5;fibroblast: 443.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"head and neck cancer: 655.6"	"Kidney - Podocytes, Liver - Cholangiocyte, Lung - Alveolar cells type 2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB009438, HPA049292, HPA069132"	Uncertain		Approved	Vesicles	"Secreted to blood"	"Blood coagulation"	NA	NA	603000			"Cluster 64: Neuronal - Transcription"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	12	Vesicles		"CAB009438: AB_668005, HPA049292: AB_2680701, HPA069132: AB_2686092"	"unprognostic (1.24e-1)"	"unprognostic (5.40e-2)"	"unprognostic (2.52e-1)"	"unprognostic (2.73e-2)"	"unprognostic (4.70e-2)"	"unprognostic (1.35e-1)"	"unprognostic (3.11e-2)"	"potential prognostic unfavorable (7.75e-5)"	"unprognostic (4.84e-3)"	"unprognostic (1.44e-3)"	"potential prognostic unfavorable (2.57e-4)"	"unprognostic (3.19e-2)"	"unprognostic (1.61e-2)"	"unprognostic (5.22e-2)"	"unprognostic (4.06e-2)"	"unprognostic (7.62e-2)"	"unprognostic (1.06e-1)"	"unprognostic (3.99e-1)"	"unprognostic (1.71e-1)"	"unprognostic (4.70e-2)"	"unprognostic (1.43e-1)"	"potential prognostic unfavorable (1.26e-5)"	"unprognostic (2.62e-2)"	"unprognostic (2.11e-1)"	"unprognostic (6.14e-2)"	"unprognostic (3.20e-2)"	"unprognostic (3.77e-1)"	"unprognostic (5.69e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.55e-1)"	"unprognostic (8.97e-2)"
F5		ENSG00000198734	"Coagulation factor V"	P12259	1	169511951-169586588	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"		"Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"choroid plexus: 79.3;liver: 171.0;placenta: 45.4"	"Group enriched"	"Detected in many"	7	"Cholangiocytes: 95.4;Cytotrophoblasts: 83.4;Hepatocytes: 220.7;Syncytiotrophoblasts: 60.4"	"Cell type enriched"	"Detected in many"	7	"choroid plexus epithelial cell: 358.5"	"Cancer enriched"	"Detected in many"	6	"Liver Hepatocellular Carcinoma (TCGA): 78.0"	"Region enriched"	"Detected in all"	22	"choroid plexus: 306.3"	"Group enriched"	"Detected in some"	4	"classical monocyte: 4.1;eosinophil: 8.1;neutrophil: 7.0;T-reg: 6.2"	"Group enriched"	"Detected in many"	13	"granulocytes: 8.1;monocytes: 4.1;T-cells: 6.2"	"Cancer enhanced"	"Detected in many"		"liver cancer: 17.9"	"Adrenal gland - Neutrophils, Kidney - Podocytes, Liver - Hepatocytes, Lung - Neutrophil_2, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Urothelial cells, Skin - Eccrine sweat gland cells, Spleen - Neutrophils"	"Group enriched"	"Detected in many"	5	"basal ganglia: 2.7;hippocampal formation: 6.6;pons and medulla: 4.4;thalamus: 5.5"	"Group enriched"	"Detected in all"	7	"amygdala: 53.1;basal ganglia: 46.2;cerebral cortex: 89.3;hippocampal formation: 80.9;olfactory bulb: 37.0"	HPA002036			Approved	"Golgi apparatus"	"Secreted to blood"	"Blood coagulation"	NA	NA	7670000000	9400000000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 11: Liver - Plasma proteins"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 62: Hepatocytes - Metabolism"	4	"Golgi apparatus"		"HPA002036: AB_1078787"	"unprognostic (1.18e-1)"		"unprognostic (1.31e-1)"		"unprognostic (2.79e-1)"	"unprognostic (5.12e-2)"		"unprognostic (1.69e-1)"		"unprognostic (1.84e-1)"	"unprognostic (2.60e-2)"	"unprognostic (1.72e-1)"	"potential prognostic unfavorable (7.66e-5)"	"potential prognostic favorable (9.55e-4)"	"unprognostic (3.33e-1)"	"unprognostic (2.70e-2)"	"unprognostic (2.41e-2)"	"unprognostic (1.70e-2)"	"unprognostic (1.38e-1)"			"unprognostic (2.70e-2)"	"unprognostic (3.66e-2)"	"unprognostic (7.12e-2)"	"unprognostic (3.54e-2)"	"unprognostic (9.36e-2)"	"unprognostic (3.92e-1)"	"unprognostic (1.42e-3)"	"unprognostic (5.88e-2)"	"unprognostic (3.13e-1)"	"unprognostic (6.90e-2)"
F7		ENSG00000057593	"Coagulation factor VII"	P08709	13	113105788-113120685	"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Hydrolase, Protease, Serine protease"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	102	"liver: 156.3"	"Cell type enriched"	"Detected in some"	7	"Hepatocytes: 119.3"	"Cell type enhanced"	"Detected in some"		"mammillary body: 1.2"	"Cancer enriched"	"Detected in some"	15	"Liver Hepatocellular Carcinoma (TCGA): 63.3"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"breast cancer: 3.0;liver cancer: 8.7"	"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Secreted to blood"	"Blood coagulation"	NA	NA	351000000	720000000		"Cluster 31: Liver - Plasma proteins"	"Cluster 1: Neurons - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 62: Hepatocytes - Metabolism"	3					"unprognostic (5.69e-2)"	"unprognostic (7.46e-2)"			"unprognostic (1.38e-1)"				"potential prognostic favorable (3.40e-5)"				"unprognostic (2.90e-3)"	"unprognostic (1.50e-1)"										"unprognostic (3.37e-1)"	"unprognostic (1.16e-1)"			"unprognostic (1.60e-1)"		
F8	"DXS1253E, F8C, FVIII, HEMA"	ENSG00000185010	"Coagulation factor VIII"	P00451	X	154835788-155026940	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Acute phase, Blood coagulation, Hemostasis"		"Disease variant, FDA approved drug targets, Hemophilia, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"heart muscle: 51.5"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 107.1;Endothelial cells: 203.3;Lymphatic endothelial cells: 132.0"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Kidney Renal Clear Cell Carcinoma (TCGA): 33.8"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Kidney - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			CAB018777	Enhanced				"Secreted to blood"	"Blood coagulation"	NA	NA		27000000	"Cluster 33: Non-specific - ATP binding"	"Cluster 30: Heart muscle - Heart development"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 36: Non-specific - mRNA processing"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	2			"CAB018777: AB_640320"	"unprognostic (1.45e-1)"	"unprognostic (1.26e-1)"	"unprognostic (2.21e-1)"	"unprognostic (1.81e-2)"	"unprognostic (5.87e-3)"	"unprognostic (1.52e-2)"	"unprognostic (8.58e-2)"	"unprognostic (1.14e-1)"	"unprognostic (1.58e-1)"	"unprognostic (1.91e-1)"	"potential prognostic favorable (7.94e-10)"	"unprognostic (2.34e-3)"	"unprognostic (7.71e-2)"	"unprognostic (1.82e-2)"	"unprognostic (3.51e-3)"	"unprognostic (2.86e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.41e-1)"	"unprognostic (1.28e-2)"	"unprognostic (2.00e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.13e-1)"	"unprognostic (6.08e-2)"	"unprognostic (9.94e-2)"	"unprognostic (3.16e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.91e-1)"	"unprognostic (6.20e-3)"	"unprognostic (4.84e-2)"	"unprognostic (1.68e-2)"	"unprognostic (8.40e-2)"
F9	FIX	ENSG00000101981	"Coagulation factor IX"	P00740	X	139530739-139563459	"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Hydrolase, Protease, Serine protease"	"Disease variant, FDA approved drug targets, Hemophilia, Thrombophilia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	2448	"liver: 683.7"	"Group enriched"	"Detected in some"	12	"Hepatocytes: 519.8;Kupffer cells: 161.1"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	823	"Liver Hepatocellular Carcinoma (TCGA): 82.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Secreted to blood"	"Blood coagulation"	NA	NA		5400000000		"Cluster 31: Liver - Plasma proteins"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 62: Hepatocytes - Metabolism"																		"unprognostic (1.65e-3)"	"potential prognostic favorable (3.31e-5)"																
FCGR3A	"CD16, CD16a, FCG3, FcgammaRIIIa, FCGR3, FcGRIIIA"	ENSG00000203747	"Fc gamma receptor IIIa"	P08637	1	161541759-161550968	"CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	Immunity	"IgG-binding protein, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lung: 202.0;lymphoid tissue: 294.7"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 240.5;Kupffer cells: 656.2;Macrophages: 303.8;monocytes: 1050.2;NK-cells: 597.4"	"Group enriched"	"Detected in some"	73	"central nervous system macrophage: 8.0;leukocyte: 6.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"intermediate monocyte: 1806.3;non-classical monocyte: 4107.1"	"Lineage enriched"	"Detected in all"	6	"monocytes: 4107.1"	"Not detected"	"Not detected"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Spleen - Macrophages, Stomach - Macrophages, Thyroid gland - Macrophages"									"CAB032435, HPA055431"	Supported				"Secreted to blood"	Receptor	NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"	4			"CAB032435: AB_626925, HPA055431: AB_2682815"	"unprognostic (1.54e-1)"	"unprognostic (6.90e-2)"	"unprognostic (2.67e-1)"	"unprognostic (6.27e-2)"	"unprognostic (8.73e-2)"	"unprognostic (6.79e-2)"	"unprognostic (2.89e-2)"	"unprognostic (6.36e-2)"	"unprognostic (3.07e-1)"	"unprognostic (1.24e-1)"	"unprognostic (3.02e-2)"	"unprognostic (2.89e-1)"	"unprognostic (1.16e-2)"	"unprognostic (3.05e-2)"	"unprognostic (2.18e-1)"	"unprognostic (3.46e-1)"	"unprognostic (4.24e-3)"	"unprognostic (3.67e-2)"	"unprognostic (3.44e-1)"	"unprognostic (2.90e-2)"	"unprognostic (1.39e-1)"	"unprognostic (9.13e-3)"	"unprognostic (3.31e-2)"	"unprognostic (2.98e-1)"	"unprognostic (3.55e-2)"	"unprognostic (2.45e-2)"	"unprognostic (2.53e-1)"	"unprognostic (9.66e-2)"	"unprognostic (6.55e-2)"	"unprognostic (2.44e-2)"	"unprognostic (4.57e-2)"
FCGR3B	"CD16, CD16b, FCG3, FcgammaRIIIb, FCGR3, FcRIIIb"	ENSG00000162747	"Fc gamma receptor IIIb"	O75015	1	161623196-161631963	"CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"		"IgG-binding protein, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 32.5;lymphoid tissue: 79.0"	"Cell type enriched"	"Detected in some"	7	"Serous glandular cells: 28.8"	"Group enriched"	"Detected in some"	23	"central nervous system macrophage: 2.1;leukocyte: 2.6"	"Low cancer specificity"	"Detected in many"			"Group enriched"	"Detected in some"	6	"cerebral cortex: 11.0;pons: 4.2"	"Immune cell enriched"	"Detected in many"	356	"neutrophil: 6077.6"	"Lineage enriched"	"Detected in many"	356	"granulocytes: 6077.6"	"Not detected"	"Not detected"			"Adipose visceral - Neutrophils, Colon - Neutrophils, Heart muscle - Neutrophils, Minor Salivary Gland - Neutrophils, Pituitary gland - Neutrophils, Skeletal muscle - Neutrophils, Spleen - Neutrophils, Stomach - Neutrophils, Thyroid gland - Neutrophils"														"Secreted to blood"	Receptor	NA	NA			"Cluster 4: Neutrophils - Degranulation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 12: Non-specific - Vasculature"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 74: Neutrophils - Degranulation"	16				"unprognostic (9.39e-3)"	"unprognostic (1.59e-1)"	"unprognostic (2.46e-1)"	"unprognostic (1.08e-1)"	"unprognostic (8.14e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.27e-1)"	"unprognostic (2.06e-3)"	"unprognostic (7.70e-2)"		"unprognostic (5.61e-2)"	"unprognostic (9.38e-3)"	"unprognostic (8.82e-2)"	"unprognostic (3.26e-2)"	"potential prognostic favorable (1.48e-4)"	"unprognostic (1.44e-1)"	"unprognostic (2.08e-1)"	"unprognostic (8.95e-2)"	"unprognostic (7.10e-2)"		"unprognostic (1.20e-1)"	"unprognostic (1.03e-1)"	"unprognostic (6.78e-2)"		"unprognostic (1.21e-2)"	"unprognostic (1.95e-1)"	"unprognostic (1.94e-1)"	"unprognostic (5.97e-2)"			"unprognostic (7.81e-2)"
FGA		ENSG00000171560	"Fibrinogen alpha chain"	P02671	4	154583126-154590742	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins"	"Adaptive immunity, Blood coagulation, Hemostasis, Immunity, Innate immunity"		"Amyloidosis, Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	386	"liver: 17848.7"	"Cell type enriched"	"Detected in many"	30	"Hepatocytes: 13631.3"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	21	"Liver Hepatocellular Carcinoma (TCGA): 5313.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"liver cancer: 180.5"	"Liver - Hepatocytes, Stomach - Parietal cells, Testis - Early spermatids, Testis - Late spermatids"									"CAB016776, HPA051370, HPA064755"	Supported		Enhanced	"Endoplasmic reticulum"	"Secreted to blood"	"Blood coagulation"	NA	NA	407000000	160000000000		"Cluster 31: Liver - Plasma proteins"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 62: Hepatocytes - Metabolism"	14	"Endoplasmic reticulum"		"CAB016776: , HPA051370: AB_2681458, HPA064755: AB_2685345"		"unprognostic (1.36e-1)"		"unprognostic (4.10e-2)"							"unprognostic (5.40e-2)"	"unprognostic (2.33e-2)"	"unprognostic (1.65e-2)"	"unprognostic (1.41e-3)"	"unprognostic (1.26e-3)"	"unprognostic (2.52e-2)"	"unprognostic (2.72e-1)"	"potential prognostic unfavorable (3.10e-5)"	"unprognostic (2.81e-1)"			"unprognostic (1.59e-1)"	"potential prognostic unfavorable (7.62e-6)"		"unprognostic (7.32e-2)"		"unprognostic (3.70e-1)"	"unprognostic (2.73e-1)"	"unprognostic (1.16e-1)"		"unprognostic (4.56e-1)"
