Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ADGRB3	"BAI3, KIAA0550"	ENSG00000135298	"Adhesion G protein-coupled receptor B3"	O60242	6	68635282-69390571	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 29.2;pituitary gland: 23.1"	"Group enriched"	"Detected in many"	10	"Astrocytes: 1702.7;Excitatory neurons: 3716.2;Inhibitory neurons: 2624.2;Oligodendrocyte precursor cells: 1910.7;Oligodendrocytes: 1127.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in single"	12	"Glioblastoma Multiforme (TCGA): 10.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Neuroblastoma: 12.1"	"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Prostate - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 34: Non-specific - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"	4										"unprognostic (5.55e-2)"	"unprognostic (2.58e-2)"																							
ADGRD1	"DKFZp434B1272, GPR133, PGR25"	ENSG00000111452	"Adhesion G protein-coupled receptor D1"	Q6QNK2	12	130953907-131141469	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"heart muscle: 60.3"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 28.1;Cardiomyocytes: 34.0;Endometrial stromal cells: 45.9;Fibroblasts: 31.6;Mesothelial cells: 75.6;Microglial cells: 24.2;Sertoli cells: 32.6"	"Cell type enhanced"	"Detected in many"		"fibroblast: 194.7;pericyte: 161.1"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 11.4"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"classical monocyte: 2.0;intermediate monocyte: 2.3;myeloid DC: 1.1;non-classical monocyte: 1.9"	"Group enriched"	"Detected in many"	6	"dendritic cells: 1.1;monocytes: 2.3"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Pituitary gland - Fibroblasts, Spleen - Fibroblast_1"	"Region enhanced"	"Detected in some"		"basal ganglia: 5.1"	"Low region specificity"	"Detected in all"			"HPA042395, HPA076279"	Uncertain		Approved	"Nucleoplasm,Nuclear speckles,Plasma membrane"			NA	NA		890000	"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 53: Fibroblasts - ECM organization"	1	"Plasma membrane"	"Nucleoplasm, Nuclear speckles"	"HPA042395: AB_10796906, HPA076279: "	"unprognostic (1.33e-1)"	"unprognostic (9.78e-2)"			"unprognostic (4.33e-2)"	"unprognostic (4.17e-2)"	"unprognostic (8.47e-3)"	"unprognostic (2.29e-1)"						"potential prognostic unfavorable (6.49e-5)"		"potential prognostic favorable (3.40e-4)"	"unprognostic (2.75e-2)"	"unprognostic (4.86e-3)"	"unprognostic (2.19e-1)"	"unprognostic (1.35e-1)"		"unprognostic (4.84e-2)"	"unprognostic (8.06e-2)"	"unprognostic (1.01e-1)"	"unprognostic (4.72e-2)"	"unprognostic (4.16e-3)"	"unprognostic (1.47e-2)"	"unprognostic (1.14e-2)"	"unprognostic (1.89e-1)"	"unprognostic (4.53e-2)"	"unprognostic (1.36e-1)"
ADGRE1	"EMR1, TM7LN3"	ENSG00000174837	"Adhesion G protein-coupled receptor E1"	Q14246	19	6887566-6940459	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Adaptive immunity, Immunity"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 6.7;lymphoid tissue: 14.4"	"Group enriched"	"Detected in some"	5	"Kupffer cells: 32.4;monocytes: 87.4"	"Cell type enhanced"	"Detected in some"		"leukocyte: 9.0"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in many"		"basophil: 166.6;eosinophil: 325.5"	"Group enriched"	"Detected in many"	18	"granulocytes: 325.5;monocytes: 105.3"	"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 13.1"	"Pituitary gland - Macrophages, Spleen - Macrophages"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			HPA052809	Uncertain						NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 29: Monocytes - Innate immune response"				"HPA052809: AB_2681959"	"unprognostic (1.72e-1)"					"unprognostic (1.93e-1)"	"unprognostic (6.46e-2)"	"unprognostic (1.25e-1)"	"potential prognostic unfavorable (5.88e-5)"		"unprognostic (5.74e-3)"	"unprognostic (3.81e-1)"				"unprognostic (1.47e-1)"	"unprognostic (3.05e-1)"	"unprognostic (3.73e-2)"	"unprognostic (1.33e-1)"							"unprognostic (9.61e-2)"					
ADGRE2	"CD312, EMR2"	ENSG00000127507	"Adhesion G protein-coupled receptor E2"	Q9UHX3	19	14732392-14778560	"CD markers, Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins"	"Cell adhesion, Inflammatory response"	"G-protein coupled receptor, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 18.8"	"Cell type enhanced"	"Detected in many"		"granulocytes: 72.9;Kupffer cells: 72.1;Macrophages: 72.3;monocytes: 238.9"	"Cell type enhanced"	"Detected in some"		"leukocyte: 43.5;oligodendrocyte: 21.8;pericyte: 23.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 70.2;eosinophil: 74.8;intermediate monocyte: 46.9;neutrophil: 55.8;non-classical monocyte: 90.2"	"Group enriched"	"Detected in many"	9	"granulocytes: 74.8;monocytes: 90.2"	"Cancer enhanced"	"Detected in many"		"Leukemia: 7.7"	"Lung - Neutrophil_2"					"Low region specificity"	"Detected in many"			HPA055200			Uncertain	Vesicles,Cytosol			NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 29: Monocytes - Innate immune response"	18	Vesicles	Cytosol	"HPA055200: "	"unprognostic (2.68e-1)"	"unprognostic (7.32e-2)"		"potential prognostic unfavorable (6.87e-4)"	"unprognostic (1.26e-1)"	"unprognostic (1.66e-1)"	"unprognostic (4.26e-2)"	"unprognostic (4.01e-1)"	"unprognostic (1.66e-1)"	"unprognostic (1.06e-1)"	"unprognostic (1.31e-1)"	"unprognostic (3.19e-1)"	"unprognostic (6.61e-2)"			"unprognostic (7.02e-3)"	"unprognostic (1.14e-3)"	"unprognostic (5.34e-2)"	"unprognostic (1.26e-2)"	"unprognostic (1.77e-1)"		"unprognostic (2.34e-1)"	"unprognostic (3.50e-3)"	"unprognostic (7.29e-2)"	"unprognostic (2.15e-1)"	"unprognostic (7.23e-3)"	"unprognostic (6.68e-2)"	"unprognostic (5.94e-2)"	"unprognostic (6.74e-3)"	"unprognostic (1.91e-1)"	"unprognostic (3.25e-1)"
ADGRE3	EMR3	ENSG00000131355	"Adhesion G protein-coupled receptor E3"	Q9BY15	19	14619117-14690027	"G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 3.1;lymphoid tissue: 5.9"	"Cell type enhanced"	"Detected in some"		"Macrophages: 7.7;Microglial cells: 3.6;monocytes: 21.0;Mucus glandular cells: 3.8"	"Cell type enhanced"	"Detected in some"		"leukocyte: 8.0"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"cerebral cortex: 1.1"	"Group enriched"	"Detected in many"	7	"basophil: 282.8;eosinophil: 510.3;neutrophil: 491.6"	"Lineage enriched"	"Detected in many"	8	"granulocytes: 510.3"	"Cancer enriched"	"Detected in single"	7	"Leukemia: 1.0"	"Adipose visceral - Neutrophils, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Neutrophils"					"Not detected"	"Not detected"			HPA015638	Uncertain				"Secreted to blood"	Receptor	NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 12: Non-specific - Vasculature"	"Cluster 49: HMC-1 - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"				"HPA015638: AB_1848039"						"unprognostic (5.26e-2)"											"unprognostic (4.13e-1)"		"unprognostic (2.49e-1)"				"unprognostic (2.34e-1)"			"unprognostic (1.77e-1)"					
ADGRE5	"CD97, TM7LN1"	ENSG00000123146	"Adhesion G protein-coupled receptor E5"	P48960	19	14380501-14408725	"CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Cell adhesion"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 209.5"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 152.0;monocytes: 445.8;NK-cells: 300.7;T-cells: 188.2"	"Cell type enriched"	"Detected in many"	7	"leukocyte: 256.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA013707	Enhanced		Approved	"Golgi apparatus,Plasma membrane"	"Secreted to blood"	Receptor	NA	Yes	10000000	3800000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 11: White matter - Signal transduction"	"Cluster 23: Non-specific - Transcription"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	3	"Plasma membrane"	"Golgi apparatus"	"HPA013707: AB_1846345"	"unprognostic (2.90e-1)"	"unprognostic (5.56e-1)"		"unprognostic (9.50e-2)"	"unprognostic (2.00e-1)"	"unprognostic (6.93e-3)"	"unprognostic (8.66e-2)"	"potential prognostic unfavorable (1.02e-4)"	"unprognostic (3.26e-2)"	"unprognostic (6.14e-3)"	"unprognostic (1.08e-2)"	"unprognostic (9.06e-2)"	"unprognostic (8.73e-2)"	"potential prognostic unfavorable (3.63e-5)"		"unprognostic (2.30e-1)"	"unprognostic (3.54e-1)"	"potential prognostic unfavorable (7.31e-4)"	"unprognostic (3.01e-1)"	"unprognostic (1.19e-2)"	"unprognostic (5.29e-1)"	"unprognostic (8.35e-3)"	"unprognostic (6.34e-2)"	"unprognostic (2.40e-1)"	"unprognostic (7.05e-2)"	"potential prognostic favorable (2.47e-5)"	"unprognostic (1.14e-1)"	"unprognostic (5.49e-2)"	"unprognostic (5.05e-2)"	"unprognostic (4.08e-2)"	"unprognostic (6.02e-2)"
ADGRF1	"GPR110, hGPCR36, PGR19"	ENSG00000153292	"Adhesion G protein-coupled receptor F1"	Q5T601	6	46997708-47042350	"G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"esophagus: 17.0;kidney: 19.7;urinary bladder: 41.0"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 62.2;Ciliated cells: 66.8;Club cells: 124.5;Collecting duct cells: 101.1;Glandular and luminal cells: 55.9;Ionocytes: 157.6"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"pancreatic cancer: 62.2"	"Lung - Alveolar cells type 2, Pancreas - Ductal cells, Prostate - Urothelial cells, Stomach - Gastric mucous cells, Testis - Sertoli cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA038438	Approved				"Secreted - unknown location"	Receptor	NA	NA				"Cluster 75: Epithelium - Extracellular exosomes"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"	16			"HPA038438: AB_10672645"	"unprognostic (9.40e-2)"			"unprognostic (3.00e-1)"		"unprognostic (7.51e-2)"			"unprognostic (1.62e-3)"	"unprognostic (5.90e-2)"	"unprognostic (1.39e-1)"		"unprognostic (3.08e-1)"			"unprognostic (7.70e-2)"	"unprognostic (6.94e-3)"	"unprognostic (1.95e-2)"	"unprognostic (9.83e-2)"	"unprognostic (7.27e-3)"	"unprognostic (1.22e-1)"	"unprognostic (8.44e-3)"	"unprognostic (4.09e-2)"	"unprognostic (1.17e-1)"		"unprognostic (2.47e-1)"		"unprognostic (1.94e-1)"		"unprognostic (1.36e-1)"	"unprognostic (1.06e-2)"
ADGRF3	"GPR113, hGPCR37, PGR23"	ENSG00000173567	"Adhesion G protein-coupled receptor F3"	Q8IZF5	2	26308173-26346817	"G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in single"		"pancreas: 1.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 10.8;Early spermatids: 6.1;Late spermatids: 29.8;Microglial cells: 5.4;Oligodendrocytes: 5.9"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Ascending Loop of Henle cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA044500	Uncertain		Approved	"Golgi apparatus,Cytosol"			NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 55: Non-specific - Transcription"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 11: Late spermatids - Unknown function"		"Golgi apparatus"	Cytosol	"HPA044500: AB_10794290"																															
ADGRF4	"FLJ38076, GPR115, PGR18"	ENSG00000153294	"Adhesion G protein-coupled receptor F4"	Q8IZF3	6	47685864-47722021	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 17.8;skin 1: 37.7"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 7.6;Distal enterocytes: 8.3;Extravillous trophoblasts: 17.3;Squamous epithelial cells: 16.5;Suprabasal keratinocytes: 32.1;Syncytiotrophoblasts: 9.4"	"Cell type enriched"	"Detected in some"	5	"cerebellar inhibitory: 6.9"	"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 12.4"	"Region enriched"	"Detected in single"	5	"hypothalamus: 4.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 16.7"	"Prostate - Urothelial cells"	"Low region specificity"	"Detected in some"			"Region enhanced"	"Detected in single"		"spinal cord: 2.0"	"HPA007131, HPA007158"	Enhanced		Approved	Mitochondria			NA	NA				"Cluster 13: Skin - Cornification"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"		Mitochondria		"HPA007131: AB_2667756, HPA007158: AB_1849254"	"unprognostic (1.43e-1)"			"unprognostic (2.96e-2)"	"unprognostic (4.53e-1)"	"unprognostic (7.65e-2)"			"unprognostic (2.71e-2)"							"potential prognostic unfavorable (3.86e-5)"	"unprognostic (7.93e-3)"	"unprognostic (2.55e-2)"	"unprognostic (2.61e-3)"			"validated prognostic unfavorable (3.48e-4)"	"validated prognostic unfavorable (4.67e-4)"		"unprognostic (1.05e-1)"	"unprognostic (1.48e-1)"	"unprognostic (1.63e-1)"	"unprognostic (1.11e-3)"			
ADGRF5	"DKFZp564O1923, GPR116, KIAA0758"	ENSG00000069122	"Adhesion G protein-coupled receptor F5"	Q8IZF2	6	46852522-46954943	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 102.7"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 393.9;Alveolar cells type 1: 205.3;Alveolar cells type 2: 303.0;Endothelial cells: 214.3;Microglial cells: 99.3"	"Group enriched"	"Detected in many"	6	"endothelial cell: 767.0;pericyte: 289.3"	"Group enriched"	"Detected in all"	4	"Kidney Chromophobe (TCGA): 102.0;Kidney Renal Clear Cell Carcinoma (TCGA): 58.9;Lung Adenocarcinoma (TCGA): 61.5;Thyroid Carcinoma (TCGA): 28.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 11.7;pancreatic cancer: 6.7;Sarcoma: 6.2"	"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Pancreas - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Spleen - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		53000000		"Cluster 7: Adipose tissue - Mixed function"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	1				"unprognostic (3.31e-1)"	"unprognostic (5.54e-2)"		"unprognostic (1.47e-1)"	"unprognostic (8.74e-2)"	"unprognostic (9.18e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.31e-1)"	"unprognostic (3.27e-2)"	"unprognostic (1.25e-1)"	"validated prognostic favorable (1.37e-9)"	"validated prognostic favorable (2.41e-4)"	"potential prognostic unfavorable (9.77e-4)"	"unprognostic (5.60e-2)"		"unprognostic (2.86e-3)"	"unprognostic (2.78e-1)"	"unprognostic (9.24e-3)"	"unprognostic (7.12e-2)"	"unprognostic (2.36e-1)"	"unprognostic (1.91e-3)"	"unprognostic (1.36e-1)"	"unprognostic (5.71e-2)"	"unprognostic (4.65e-2)"	"unprognostic (1.26e-2)"	"unprognostic (2.71e-2)"	"unprognostic (4.46e-2)"	"unprognostic (6.48e-3)"	"unprognostic (1.26e-1)"	"unprognostic (1.56e-1)"	"unprognostic (5.10e-2)"
ADGRG1	"GPR56, TM7LN4, TM7XN1"	ENSG00000205336	"Adhesion G protein-coupled receptor G1"	Q9Y653	16	57610652-57665580	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Cell adhesion, Differentiation, Neurogenesis"	"Developmental protein, G-protein coupled receptor, Heparin-binding, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"thyroid gland: 209.8"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 220.3;Melanocytes: 140.9;NK-cells: 180.6;Syncytiotrophoblasts: 178.3"	"Cell type enhanced"	"Detected in many"		"astrocyte: 150.0;central nervous system macrophage: 175.9;oligodendrocyte precursor cell: 144.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"gdT-cell: 160.5"	"Lineage enriched"	"Detected in many"	5	"T-cells: 160.5"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate basal glandular cells, Skeletal muscle - Endothelial cells, Spleen - NK-cells (Spleen), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046065	Uncertain				"Secreted to blood"	Receptor	NA	NA		19000	"Cluster 24: Non-specific - Transcription"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 19: NK-cells - Adaptive immune response"	1			"HPA046065: AB_2679521"	"unprognostic (1.71e-1)"	"potential prognostic unfavorable (5.40e-4)"		"unprognostic (2.60e-3)"	"unprognostic (1.07e-1)"	"unprognostic (1.02e-1)"	"unprognostic (3.10e-2)"	"unprognostic (1.84e-2)"	"unprognostic (8.35e-3)"	"unprognostic (2.48e-1)"	"validated prognostic favorable (5.42e-12)"	"validated prognostic favorable (2.65e-5)"	"unprognostic (1.42e-2)"	"unprognostic (2.97e-1)"		"unprognostic (3.07e-1)"	"unprognostic (3.04e-1)"	"unprognostic (1.47e-2)"	"unprognostic (2.03e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.49e-1)"	"unprognostic (5.93e-2)"	"unprognostic (2.25e-1)"	"unprognostic (2.24e-1)"	"unprognostic (7.96e-3)"	"unprognostic (2.35e-2)"	"unprognostic (1.87e-1)"	"unprognostic (2.71e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.12e-1)"
